Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_cut,FarFromHome,LowMonthlyIncome,LowWorkingYears,TotalSatisfaction
No,Travel_Rarely,702,1,Master,Life Sciences,Female,59,Medium,2,Sales Executive,Single,12930,4,No,22,Outstanding,0,2,Best,8,3,0,7,2,0,0,0,5
No,Travel_Rarely,120,6,Doctor,Life Sciences,Male,43,High,1,Research Scientist,Single,12430,3,No,20,Outstanding,0,2,Better,5,4,1,4,1,0,1,0,4
No,Travel_Rarely,1157,17,Bachelor,Technical Degree,Male,51,High,1,Research Scientist,Married,13364,1,Yes,16,Excellent,1,3,Good,5,2,1,1,1,0,1,0,6
Yes,Travel_Frequently,602,1,Below College,Technical Degree,Female,100,Low,1,Sales Representative,Single,20989,1,No,21,Outstanding,0,5,Best,0,0,0,0,0,0,1,1,2
No,Travel_Frequently,1480,3,College,Medical,Male,30,High,1,Laboratory Technician,Single,15062,4,No,12,Excellent,0,3,Good,8,7,7,2,2,0,1,0,6
No,Non-Travel,111,9,Bachelor,Medical,Male,66,High,2,Laboratory Technician,Divorced,11012,1,No,11,Excellent,2,4,Better,12,9,6,10,1,0,1,0,4
No,Travel_Rarely,1268,4,College,Life Sciences,Female,30,High,2,Sales Executive,Divorced,6319,4,Yes,11,Excellent,1,3,Best,5,4,0,3,3,0,0,0,2
No,Travel_Rarely,713,8,Bachelor,Life Sciences,Female,67,High,1,Research Scientist,Divorced,13939,4,Yes,18,Excellent,1,3,Better,2,2,2,2,4,0,0,0,4
No,Travel_Rarely,134,2,Bachelor,Life Sciences,Male,90,High,1,Research Scientist,Single,10515,1,No,14,Excellent,0,2,Best,3,1,0,2,1,0,1,0,5
Yes,Travel_Rarely,303,2,Bachelor,Life Sciences,Male,47,Medium,1,Laboratory Technician,Single,9241,1,No,22,Outstanding,0,3,Good,1,0,1,0,0,0,1,1,6
No,Travel_Rarely,1380,9,College,Life Sciences,Female,75,High,1,Laboratory Technician,Single,6319,1,No,12,Excellent,0,3,Better,2,2,2,1,2,0,1,1,7
No,Travel_Rarely,140,12,Below College,Medical,Female,95,High,1,Research Scientist,Married,6984,8,Yes,23,Outstanding,1,0,Better,4,2,0,2,1,0,0,0,7
No,Travel_Rarely,629,27,College,Medical,Female,95,High,1,Research Scientist,Single,5711,2,No,15,Excellent,0,3,Better,3,2,1,2,1,1,1,0,7
Yes,Travel_Rarely,1356,20,College,Marketing,Female,70,High,1,Sales Representative,Single,21728,1,Yes,22,Outstanding,0,5,Good,4,3,0,2,2,0,1,0,5
No,Travel_Rarely,328,1,Bachelor,Medical,Male,86,Medium,1,Laboratory Technician,Married,3425,2,No,15,Excellent,1,2,Good,3,2,0,2,3,0,0,0,7
No,Travel_Rarely,1084,13,College,Medical,Female,57,Very High,2,Manufacturing Director,Divorced,26250,1,No,11,Excellent,2,3,Better,4,2,1,3,4,0,0,0,5
No,Travel_Rarely,931,14,Bachelor,Medical,Female,72,High,1,Research Scientist,Married,4673,1,No,13,Excellent,1,5,Better,8,7,1,6,1,0,1,0,7
No,Travel_Frequently,1069,2,Below College,Life Sciences,Male,45,Medium,2,Manufacturing Director,Married,14074,1,No,17,Excellent,0,2,Good,10,9,1,9,1,0,0,0,7
No,Travel_Rarely,313,3,Bachelor,Medical,Female,98,High,4,Healthcare Representative,Single,7192,3,No,18,Excellent,0,6,Better,7,7,1,0,3,0,0,0,6
No,Travel_Rarely,894,9,Bachelor,Medical,Female,99,High,1,Research Scientist,Single,11781,1,No,16,Excellent,0,2,Good,7,7,0,3,1,0,1,0,7
Yes,Travel_Rarely,556,23,College,Life Sciences,Male,50,Medium,2,Manufacturing Director,Married,15497,3,Yes,13,Excellent,0,1,Better,1,0,0,1,2,1,0,0,3
No,Non-Travel,1344,7,Bachelor,Medical,Male,37,Very High,1,Research Scientist,Divorced,5228,4,No,14,Excellent,3,3,Best,5,4,2,2,2,0,1,0,9
No,Travel_Rarely,290,21,Bachelor,Life Sciences,Male,65,Very High,1,Research Scientist,Married,22977,1,Yes,12,Excellent,1,3,Good,8,7,1,7,2,0,0,0,1
No,Travel_Frequently,138,2,Bachelor,Medical,Female,37,High,2,Laboratory Technician,Single,15986,5,No,11,Excellent,0,5,Better,6,2,1,2,2,0,0,0,5
No,Non-Travel,926,21,College,Medical,Female,36,High,2,Manufacturing Director,Divorced,16439,2,No,16,Excellent,1,5,Better,5,3,0,2,2,0,0,0,5
No,Travel_Rarely,1261,2,Master,Life Sciences,Male,88,High,2,Manufacturing Director,Married,7259,9,No,14,Excellent,0,3,Better,1,0,0,0,2,0,0,0,6
No,Travel_Rarely,1084,29,Bachelor,Technical Degree,Male,54,High,2,Manufacturing Director,Married,4185,3,No,18,Excellent,1,3,Bad,7,7,1,7,2,1,0,0,6
No,Travel_Frequently,472,1,Below College,Technical Degree,Male,60,Medium,2,Manufacturing Director,Married,9679,5,No,19,Excellent,1,1,Better,2,2,2,0,1,0,0,0,4
No,Non-Travel,1002,18,Master,Life Sciences,Male,92,High,2,Manufacturing Director,Divorced,23793,1,Yes,15,Excellent,2,0,Better,7,7,1,7,3,0,0,0,6
No,Travel_Frequently,878,10,Master,Medical,Male,43,High,1,Research Scientist,Divorced,5972,1,Yes,17,Excellent,1,4,Best,5,3,2,0,1,0,0,0,8
No,Travel_Rarely,905,19,College,Medical,Male,99,High,2,Laboratory Technician,Married,16523,8,Yes,15,Excellent,1,2,Best,7,2,3,7,2,0,1,0,7
Yes,Travel_Rarely,1180,29,Below College,Medical,Male,70,High,2,Healthcare Representative,Married,11354,7,Yes,19,Excellent,0,2,Better,1,0,0,0,2,1,0,0,2
Yes,Travel_Rarely,121,27,Bachelor,Marketing,Female,35,High,3,Sales Executive,Married,24525,1,No,22,Outstanding,3,3,Good,10,4,1,9,1,1,0,0,7
No,Travel_Rarely,1136,5,Bachelor,Life Sciences,Male,60,Very High,1,Research Scientist,Divorced,12392,1,Yes,16,Excellent,1,2,Good,4,2,2,2,0,0,1,0,4
No,Travel_Frequently,635,18,Below College,Medical,Female,73,High,1,Laboratory Technician,Single,7703,1,No,13,Excellent,0,2,Better,8,1,1,7,2,0,1,0,4
No,Non-Travel,1151,9,Doctor,Life Sciences,Male,63,Medium,2,Healthcare Representative,Married,14242,9,No,14,Excellent,1,5,Bad,3,2,0,2,2,0,0,0,9
No,Travel_Rarely,644,1,Master,Medical,Male,97,High,3,Healthcare Representative,Divorced,12368,7,No,16,Excellent,1,3,Better,4,2,0,3,3,0,0,0,5
Yes,Travel_Rarely,1045,4,Master,Medical,Male,32,Low,3,Sales Executive,Married,25812,1,No,11,Excellent,0,2,Good,14,8,9,8,1,0,0,0,8
No,Non-Travel,829,1,Below College,Life Sciences,Male,88,Medium,3,Manufacturing Director,Single,20925,1,No,22,Outstanding,0,2,Better,11,8,5,8,1,0,0,0,6
No,Travel_Frequently,1242,20,Bachelor,Life Sciences,Female,90,High,2,Sales Executive,Single,12916,1,No,14,Excellent,0,2,Better,7,7,0,7,1,0,0,0,8
No,Travel_Rarely,1469,8,Master,Life Sciences,Male,81,Medium,3,Research Director,Married,15736,5,No,16,Excellent,2,5,Bad,10,9,4,7,3,0,0,0,5
Yes,Travel_Rarely,1005,3,Bachelor,Technical Degree,Female,88,High,1,Research Scientist,Single,8556,5,Yes,11,Excellent,0,5,Better,5,2,0,4,1,0,1,0,5
No,Travel_Rarely,896,6,Bachelor,Life Sciences,Female,75,High,3,Manager,Single,14674,3,Yes,18,Excellent,0,3,Better,1,0,0,0,2,0,0,0,8
Yes,Travel_Frequently,334,26,Master,Marketing,Female,52,Medium,2,Sales Executive,Single,22967,5,No,15,Excellent,0,5,Good,6,3,0,1,1,1,0,0,4
Yes,Travel_Rarely,992,1,Bachelor,Technical Degree,Male,85,High,1,Research Scientist,Single,19757,1,No,14,Excellent,0,1,Good,6,2,1,5,1,0,1,0,7
No,Travel_Rarely,1147,3,Bachelor,Marketing,Female,52,High,2,Sales Executive,Married,17011,2,No,14,Excellent,1,4,Better,6,2,0,5,4,0,0,0,6
No,Travel_Rarely,1396,5,College,Life Sciences,Male,62,High,2,Laboratory Technician,Single,9945,8,No,16,Excellent,0,3,Best,13,11,3,7,2,0,0,0,7
No,Travel_Rarely,147,4,Master,Medical,Female,47,Medium,1,Research Scientist,Married,13248,6,No,21,Outstanding,0,3,Better,3,2,1,1,1,0,1,0,6
No,Travel_Frequently,663,11,Bachelor,Other,Male,47,High,3,Research Director,Divorced,10056,1,Yes,14,Excellent,3,1,Better,10,8,0,7,2,0,0,0,6
No,Travel_Rarely,119,3,Bachelor,Life Sciences,Male,76,High,3,Sales Executive,Divorced,9647,1,No,12,Excellent,2,6,Good,16,10,5,13,2,0,0,0,4
No,Non-Travel,979,1,Master,Medical,Male,90,Low,2,Manufacturing Director,Married,4381,1,No,12,Excellent,1,2,Better,5,4,1,4,1,0,0,0,7
No,Travel_Rarely,142,3,Bachelor,Life Sciences,Male,70,Medium,1,Research Scientist,Married,8456,3,No,17,Excellent,1,6,Better,1,0,0,0,4,0,1,0,5
No,Travel_Frequently,319,4,Master,Marketing,Male,41,High,1,Sales Representative,Divorced,2539,4,No,17,Excellent,1,2,Better,9,8,5,8,2,0,1,0,5
No,Travel_Frequently,1413,1,Below College,Medical,Female,42,High,3,Sales Executive,Married,6599,1,No,14,Excellent,1,5,Better,11,10,4,1,1,0,0,0,7
No,Travel_Frequently,944,1,Bachelor,Marketing,Female,92,High,3,Sales Executive,Single,9096,1,No,14,Excellent,0,3,Best,10,7,0,8,2,0,0,0,4
Yes,Travel_Rarely,896,18,Below College,Medical,Male,86,Medium,1,Research Scientist,Single,14961,1,Yes,13,Excellent,0,3,Good,4,3,0,1,1,0,1,0,7
No,Travel_Rarely,1323,2,Bachelor,Life Sciences,Female,89,Medium,1,Laboratory Technician,Single,3300,7,No,15,Excellent,0,3,Good,2,2,2,2,4,0,0,0,6
No,Travel_Rarely,818,6,College,Medical,Male,52,High,1,Human Resources,Married,25657,8,No,17,Excellent,0,2,Good,2,2,2,2,4,0,1,0,6
No,Travel_Rarely,854,1,Master,Medical,Female,68,High,5,Manager,Divorced,24118,3,No,11,Excellent,1,3,Good,7,0,0,6,3,0,0,0,8
Yes,Travel_Rarely,813,14,Bachelor,Medical,Male,58,High,1,Laboratory Technician,Married,22149,5,Yes,13,Excellent,1,2,Bad,5,4,0,4,1,0,1,0,7
No,Travel_Rarely,1034,16,Bachelor,Marketing,Female,80,High,4,Manager,Married,7744,5,Yes,22,Outstanding,1,3,Better,17,13,1,9,2,0,0,0,8
Yes,Travel_Rarely,465,2,College,Life Sciences,Female,39,High,1,Laboratory Technician,Married,21509,7,No,20,Outstanding,0,3,Best,9,7,1,7,1,0,1,0,0
No,Travel_Rarely,1401,4,College,Life Sciences,Female,56,High,1,Sales Representative,Married,20990,2,No,11,Excellent,1,5,Better,4,3,1,2,1,0,0,0,3
Yes,Travel_Rarely,515,1,Bachelor,Life Sciences,Male,62,Medium,1,Laboratory Technician,Single,9571,1,Yes,14,Excellent,0,2,Bad,3,2,1,2,1,0,0,0,8
No,Travel_Rarely,1431,1,Master,Medical,Female,96,High,1,Laboratory Technician,Divorced,15417,7,No,14,Excellent,3,1,Better,3,2,1,2,2,0,1,0,6
No,Non-Travel,976,26,Master,Marketing,Male,100,High,2,Sales Executive,Married,12069,1,No,18,Excellent,0,2,Better,3,2,2,2,1,1,0,0,5
No,Travel_Rarely,1411,19,College,Life Sciences,Male,36,High,2,Research Scientist,Divorced,19877,2,No,16,Excellent,2,2,Good,1,0,0,0,2,0,1,0,2
No,Travel_Rarely,1300,24,College,Technical Degree,Male,62,High,2,Research Scientist,Divorced,24447,1,No,17,Excellent,2,3,Better,9,8,4,7,2,1,0,0,3
No,Travel_Frequently,1327,3,Master,Medical,Male,73,High,3,Research Director,Divorced,13523,9,No,12,Excellent,1,3,Better,2,2,2,2,1,0,0,0,3
No,Travel_Rarely,832,5,Master,Life Sciences,Female,63,Medium,1,Research Scientist,Married,14776,1,No,13,Excellent,1,2,Good,2,2,0,2,1,0,1,1,7
No,Travel_Rarely,470,2,Master,Life Sciences,Male,84,Medium,2,Manufacturing Director,Married,23687,6,No,13,Excellent,1,3,Better,11,9,5,9,1,0,0,0,4
No,Travel_Rarely,1017,1,College,Medical,Female,83,Medium,1,Research Scientist,Married,18697,2,No,14,Excellent,1,2,Good,3,1,0,2,2,0,0,0,2
No,Travel_Frequently,1199,7,Master,Life Sciences,Male,77,Very High,2,Manufacturing Director,Married,5118,4,No,17,Excellent,1,1,Better,3,2,0,2,3,0,0,0,5
Yes,Travel_Frequently,504,10,Bachelor,Medical,Male,61,High,3,Manufacturing Director,Divorced,22573,6,No,11,Excellent,2,5,Better,1,0,0,0,2,0,0,0,3
No,Travel_Rarely,665,15,Bachelor,Life Sciences,Male,60,High,1,Research Scientist,Single,22673,1,No,19,Excellent,0,1,Better,6,5,1,5,1,0,1,0,5
No,Travel_Rarely,916,17,College,Life Sciences,Female,82,Very High,2,Research Scientist,Single,23016,3,Yes,13,Excellent,0,1,Better,3,2,0,2,2,0,0,0,5
No,Travel_Rarely,1247,20,College,Marketing,Male,45,High,2,Sales Executive,Divorced,10732,2,No,14,Excellent,1,2,Better,3,2,0,2,1,0,0,0,9
No,Travel_Rarely,685,1,Bachelor,Life Sciences,Female,62,High,2,Manufacturing Director,Married,7505,1,No,12,Excellent,2,3,Better,4,2,1,2,0,0,0,0,5
No,Travel_Rarely,269,2,Bachelor,Medical,Female,56,Medium,1,Laboratory Technician,Divorced,8007,1,Yes,11,Excellent,1,4,Better,9,6,7,8,2,0,1,0,5
No,Travel_Rarely,833,1,Bachelor,Life Sciences,Male,96,High,1,Research Scientist,Married,23231,1,No,11,Excellent,0,0,Good,1,0,0,0,3,0,1,1,6
Yes,Travel_Frequently,307,29,College,Medical,Male,71,Medium,1,Laboratory Technician,Single,11652,1,No,11,Excellent,0,2,Best,5,4,1,4,1,1,0,0,4
No,Travel_Frequently,1311,7,Bachelor,Life Sciences,Male,100,Very High,1,Laboratory Technician,Married,26062,1,No,20,Outstanding,0,3,Bad,5,1,0,3,1,0,1,0,4
No,Non-Travel,1327,2,College,Life Sciences,Male,39,Medium,2,Sales Executive,Married,19682,3,No,18,Excellent,1,0,Better,8,7,7,5,2,0,0,0,9
No,Travel_Rarely,128,2,Below College,Technical Degree,Male,84,Medium,2,Laboratory Technician,Single,19737,4,No,13,Excellent,0,5,Better,6,2,0,4,1,0,1,0,6
No,Travel_Rarely,488,2,Bachelor,Technical Degree,Female,75,Low,4,Manager,Married,14977,3,Yes,12,Excellent,1,2,Good,7,7,7,7,3,0,0,0,4
Yes,Travel_Rarely,529,2,Master,Life Sciences,Male,79,High,1,Laboratory Technician,Single,14935,2,No,11,Excellent,0,5,Bad,0,0,0,0,1,0,0,0,4
No,Travel_Rarely,1210,2,Bachelor,Medical,Male,78,Medium,2,Sales Executive,Married,3687,2,No,19,Excellent,2,2,Better,0,0,0,0,1,0,0,0,2
No,Travel_Rarely,1463,23,Bachelor,Medical,Male,64,Medium,2,Healthcare Representative,Married,14408,1,No,21,Outstanding,1,2,Better,9,0,7,8,1,1,0,0,5
No,Non-Travel,675,5,College,Life Sciences,Male,85,Very High,2,Healthcare Representative,Divorced,18384,1,No,12,Excellent,2,2,Better,6,3,1,5,0,0,0,0,4
No,Travel_Rarely,1403,6,Bachelor,Life Sciences,Male,47,High,1,Laboratory Technician,Married,20251,1,No,11,Excellent,1,4,Better,15,13,10,11,2,0,0,0,8
Yes,Non-Travel,666,29,Master,Life Sciences,Male,88,High,3,Manager,Married,10268,1,Yes,12,Excellent,1,2,Good,10,7,9,9,3,1,0,0,4
No,Travel_Rarely,1158,9,Bachelor,Medical,Male,94,High,1,Research Scientist,Married,2613,1,No,23,Outstanding,1,3,Good,5,2,0,4,1,0,1,0,9
No,Travel_Rarely,228,6,Master,Medical,Male,98,High,2,Sales Executive,Married,22825,4,No,14,Excellent,1,5,Best,5,4,0,1,2,0,0,0,6
No,Travel_Rarely,996,3,College,Medical,Male,100,Medium,1,Research Scientist,Single,10531,1,No,17,Excellent,0,4,Best,3,2,1,0,0,0,0,0,5
No,Non-Travel,728,1,Master,Medical,Female,80,High,3,Research Director,Divorced,11677,2,Yes,18,Excellent,2,2,Better,5,2,0,2,2,0,0,0,3
No,Travel_Rarely,1315,22,Bachelor,Life Sciences,Female,71,Very High,3,Manager,Divorced,19100,7,No,18,Excellent,1,6,Good,7,7,6,2,2,1,0,0,3
No,Travel_Rarely,322,7,College,Medical,Female,44,Very High,2,Sales Executive,Divorced,19191,1,Yes,24,Outstanding,1,3,Better,8,0,7,7,2,0,0,0,2
No,Travel_Frequently,1479,1,Bachelor,Life Sciences,Female,84,High,2,Manufacturing Director,Divorced,26767,1,No,20,Outstanding,1,6,Bad,6,5,1,4,0,0,0,0,3
No,Travel_Rarely,797,4,Below College,Life Sciences,Male,96,High,5,Research Director,Divorced,15815,3,No,14,Excellent,2,4,Good,10,4,1,6,3,0,0,0,1
No,Travel_Rarely,1070,3,Master,Medical,Male,45,High,4,Research Director,Married,21016,3,Yes,16,Excellent,3,5,Good,5,3,1,3,4,0,0,0,7
No,Travel_Frequently,442,2,College,Life Sciences,Male,44,High,2,Sales Executive,Single,20260,1,No,18,Excellent,0,3,Good,10,7,0,9,1,0,0,0,4
No,Travel_Rarely,147,20,College,Technical Degree,Male,37,High,2,Laboratory Technician,Married,15972,3,Yes,19,Excellent,1,4,Better,10,7,0,8,4,0,0,0,7
No,Travel_Frequently,496,11,College,Medical,Male,60,High,2,Healthcare Representative,Married,22722,1,Yes,13,Excellent,1,3,Better,5,3,3,3,0,0,0,0,2
No,Travel_Rarely,1372,1,Bachelor,Life Sciences,Female,42,High,1,Research Scientist,Single,15881,1,No,12,Excellent,0,3,Better,17,12,5,7,2,0,1,0,7
Yes,Travel_Frequently,920,24,Bachelor,Life Sciences,Male,43,High,1,Laboratory Technician,Divorced,19920,3,Yes,22,Outstanding,1,0,Bad,1,0,0,0,3,1,1,0,8
No,Travel_Rarely,688,23,Master,Life Sciences,Male,82,High,2,Healthcare Representative,Divorced,18899,9,No,14,Excellent,1,2,Better,2,2,1,2,2,1,0,0,7
Yes,Travel_Rarely,1449,16,Master,Medical,Male,45,High,1,Laboratory Technician,Divorced,14180,2,Yes,13,Excellent,1,2,Better,3,2,0,2,0,0,1,0,4
No,Travel_Rarely,1117,8,College,Life Sciences,Female,66,High,1,Research Scientist,Single,4488,1,No,21,Outstanding,0,3,Better,5,3,0,2,1,0,0,0,9
No,Travel_Frequently,636,10,Master,Life Sciences,Female,35,High,5,Research Director,Single,25594,9,Yes,11,Excellent,0,4,Better,3,2,1,2,3,0,0,0,5
No,Travel_Rarely,506,3,Bachelor,Technical Degree,Male,30,High,2,Research Scientist,Single,26285,4,No,12,Excellent,0,2,Better,8,0,7,7,2,0,0,0,6
No,Travel_Frequently,444,5,Bachelor,Marketing,Female,84,High,1,Sales Representative,Divorced,3909,1,No,11,Excellent,1,5,Good,2,2,2,2,1,0,1,1,6
Yes,Travel_Rarely,950,4,Master,Marketing,Male,48,Medium,2,Sales Executive,Single,8450,1,Yes,12,Excellent,0,0,Better,8,7,7,4,0,0,0,0,7
No,Travel_Frequently,889,9,Bachelor,Medical,Male,53,High,1,Research Scientist,Married,11411,1,Yes,12,Excellent,3,3,Good,4,2,1,2,2,0,1,0,6
Yes,Travel_Rarely,230,3,Bachelor,Life Sciences,Male,54,High,1,Laboratory Technician,Single,25233,1,No,13,Excellent,0,2,Better,0,0,0,0,0,0,1,1,6
No,Travel_Rarely,1232,16,Bachelor,Marketing,Male,96,High,3,Sales Executive,Married,5100,1,No,15,Excellent,2,3,Good,11,9,6,9,2,0,0,0,5
No,Travel_Frequently,566,18,Master,Life Sciences,Male,81,Very High,1,Laboratory Technician,Married,7122,4,No,18,Excellent,2,2,Better,1,0,0,0,2,0,0,0,8
No,Travel_Rarely,1302,2,Bachelor,Medical,Male,84,Low,2,Manufacturing Director,Divorced,16321,5,No,18,Excellent,1,3,Better,4,1,1,2,3,0,0,0,7
No,Travel_Rarely,812,10,Bachelor,Medical,Female,69,Medium,1,Sales Representative,Single,9724,1,No,12,Excellent,0,2,Better,0,0,0,0,0,0,1,1,5
No,Travel_Rarely,1476,16,College,Medical,Male,68,Very High,2,Healthcare Representative,Single,4824,1,No,19,Excellent,0,2,Better,8,3,0,7,1,0,0,0,3
No,Travel_Rarely,218,7,Bachelor,Technical Degree,Male,100,Very High,2,Sales Executive,Married,12241,4,No,11,Excellent,1,3,Good,8,7,7,7,1,0,0,0,5
No,Travel_Rarely,1132,1,Bachelor,Medical,Male,48,Very High,3,Healthcare Representative,Divorced,10942,1,No,17,Excellent,3,5,Good,18,10,3,7,2,0,0,0,5
No,Non-Travel,1105,24,Master,Life Sciences,Female,47,High,2,Laboratory Technician,Married,6927,7,No,15,Excellent,1,3,Better,9,8,0,8,2,1,0,0,4
No,Travel_Rarely,906,7,Bachelor,Life Sciences,Male,91,Medium,2,Sales Executive,Married,16985,1,No,14,Excellent,1,3,Good,13,8,4,8,1,0,0,0,7
No,Travel_Rarely,849,25,College,Life Sciences,Female,81,Medium,3,Research Director,Married,26707,3,No,17,Excellent,1,2,Better,10,8,0,1,2,1,0,0,3
No,Non-Travel,390,1,Master,Life Sciences,Male,32,Low,2,Healthcare Representative,Divorced,17056,2,Yes,13,Excellent,1,2,Better,5,3,1,2,4,0,0,0,8
No,Travel_Rarely,691,5,Master,Technical Degree,Male,86,High,1,Research Scientist,Married,10077,1,Yes,12,Excellent,1,4,Better,5,2,0,3,1,0,0,0,7
No,Travel_Rarely,106,2,Bachelor,Human Resources,Male,62,Medium,2,Human Resources,Married,17822,3,No,12,Excellent,0,1,Better,2,2,1,0,1,0,0,0,3
No,Travel_Rarely,192,2,Master,Life Sciences,Male,32,High,1,Research Scientist,Divorced,7747,1,Yes,18,Excellent,1,2,Bad,2,2,2,2,1,0,1,0,6
No,Travel_Frequently,553,5,Master,Life Sciences,Female,74,High,3,Manager,Married,23364,6,No,11,Excellent,2,2,Better,10,6,8,8,1,0,0,0,5
No,Travel_Frequently,185,10,Master,Life Sciences,Female,33,High,1,Laboratory Technician,Single,10675,1,No,19,Excellent,0,5,Better,8,7,1,7,2,0,1,0,5
No,Travel_Rarely,1091,1,College,Technical Degree,Female,90,Medium,4,Healthcare Representative,Single,17810,7,Yes,12,Excellent,0,2,Better,7,1,0,7,3,0,0,0,7
Yes,Travel_Rarely,723,8,Master,Medical,Male,85,Medium,2,Research Scientist,Married,17747,2,No,15,Excellent,0,3,Good,8,2,7,7,4,0,0,0,3
No,Travel_Rarely,1220,5,Bachelor,Life Sciences,Female,85,High,1,Research Scientist,Single,20938,1,Yes,12,Excellent,0,2,Good,4,3,1,2,1,0,1,0,4
No,Travel_Rarely,588,8,College,Technical Degree,Female,65,Medium,2,Sales Executive,Married,24624,1,Yes,11,Excellent,0,2,Better,13,12,11,9,1,0,0,0,6
No,Travel_Rarely,1377,2,Bachelor,Life Sciences,Male,74,High,2,Sales Executive,Single,5242,1,Yes,11,Excellent,0,3,Better,5,4,0,4,1,0,0,0,5
No,Travel_Rarely,691,7,Bachelor,Marketing,Male,73,High,2,Sales Executive,Divorced,7143,4,No,12,Excellent,3,3,Better,7,7,1,7,1,0,0,0,9
No,Travel_Rarely,1018,2,Master,Medical,Female,74,Very High,2,Research Scientist,Single,10557,7,No,16,Excellent,0,0,Good,7,7,0,7,1,0,0,0,5
Yes,Travel_Rarely,1157,2,Master,Medical,Male,84,Low,1,Research Scientist,Married,24737,5,Yes,13,Excellent,0,4,Good,3,2,2,2,1,0,0,0,6
No,Travel_Rarely,1275,28,College,Medical,Female,64,High,2,Research Scientist,Married,11934,1,No,13,Excellent,2,2,Better,10,8,1,9,1,1,0,0,9
No,Travel_Frequently,798,7,College,Life Sciences,Female,48,Medium,3,Manufacturing Director,Married,14034,1,No,24,Outstanding,1,2,Better,10,9,8,9,1,0,0,0,4
Yes,Travel_Rarely,1162,3,College,Medical,Female,41,High,2,Sales Executive,Married,17778,4,Yes,18,Excellent,0,3,Good,1,0,0,0,2,0,0,0,5
No,Travel_Frequently,508,10,Bachelor,Marketing,Male,46,Medium,2,Sales Executive,Single,4317,3,No,14,Excellent,0,6,Good,7,7,0,1,1,0,0,0,6
No,Travel_Rarely,1482,5,Doctor,Life Sciences,Male,42,High,5,Research Director,Married,16375,4,No,11,Excellent,1,2,Better,3,2,1,1,3,0,0,0,6
No,Travel_Frequently,559,10,Master,Life Sciences,Female,82,Medium,2,Laboratory Technician,Divorced,6227,1,No,11,Excellent,1,3,Best,9,7,0,0,2,0,0,0,5
No,Non-Travel,210,1,Below College,Marketing,Male,73,High,2,Sales Executive,Married,22107,1,Yes,13,Excellent,1,0,Better,5,4,1,4,1,0,0,0,6
No,Travel_Frequently,928,20,Master,Life Sciences,Female,31,High,2,Research Scientist,Single,16885,3,No,12,Excellent,0,4,Good,4,3,0,3,4,0,0,0,8
No,Travel_Rarely,1001,7,Bachelor,Life Sciences,Female,43,High,3,Healthcare Representative,Married,9262,8,No,16,Excellent,1,1,Good,1,0,0,0,2,0,0,0,2
No,Travel_Rarely,549,8,Master,Other,Male,75,High,2,Research Scientist,Married,9278,9,No,14,Excellent,2,3,Better,10,9,9,8,3,0,0,0,6
No,Travel_Rarely,1124,1,College,Medical,Male,57,Low,2,Sales Executive,Married,13273,2,Yes,22,Outstanding,3,2,Good,4,3,0,2,2,0,0,0,6
Yes,Travel_Rarely,318,8,Master,Other,Male,77,Low,1,Laboratory Technician,Married,4759,1,Yes,11,Excellent,0,4,Good,7,7,0,7,1,0,1,0,4
No,Travel_Rarely,738,9,Doctor,Other,Male,30,Medium,1,Laboratory Technician,Single,7621,1,No,17,Excellent,0,2,Better,3,2,2,2,1,0,0,0,6
No,Travel_Rarely,570,5,Bachelor,Marketing,Female,30,Medium,2,Sales Executive,Divorced,5431,1,No,13,Excellent,3,2,Better,10,9,1,2,1,0,0,0,7
No,Travel_Rarely,1130,8,Master,Marketing,Female,56,High,2,Sales Executive,Married,3415,1,No,18,Excellent,1,3,Better,8,7,0,7,1,0,0,0,2
No,Travel_Rarely,1192,5,College,Medical,Male,61,High,2,Manufacturing Director,Divorced,23177,7,No,16,Excellent,2,2,Good,6,2,0,4,2,0,0,0,8
No,Travel_Rarely,343,15,College,Life Sciences,Male,92,Medium,3,Research Director,Divorced,15682,1,Yes,14,Excellent,1,3,Better,11,10,2,9,2,0,0,0,6
No,Travel_Rarely,1232,7,Master,Medical,Female,39,High,3,Manufacturing Director,Single,25713,1,Yes,14,Excellent,0,2,Good,11,9,4,10,1,0,0,0,7
No,Travel_Rarely,144,10,Below College,Marketing,Female,39,Medium,2,Sales Executive,Divorced,11866,1,Yes,14,Excellent,2,2,Better,7,7,1,7,1,0,0,0,4
No,Travel_Rarely,1296,5,Master,Technical Degree,Male,62,High,3,Manufacturing Director,Single,18264,1,No,13,Excellent,0,5,Better,16,6,0,13,2,0,0,0,6
No,Travel_Rarely,1309,26,Below College,Life Sciences,Male,83,High,1,Research Scientist,Divorced,16092,1,No,12,Excellent,2,2,Good,4,2,0,2,0,1,1,0,7
